PK publish timeStamp(t0),Assembly receive timeStamp(t1),HCD receive timeStamp(t2),Simulator receive timeStamp(t3)
2018-12-27T11:04:21.050533, 2018-12-27T11:04:22.963100, 2018-12-27T11:04:22.963515, 2018-12-27T11:04:22.963538
2018-12-27T11:04:21.064367, 2018-12-27T11:04:22.969155, 2018-12-27T11:04:22.972561, 2018-12-27T11:04:22.972592
2018-12-27T11:04:21.082307, 2018-12-27T11:04:22.970014, 2018-12-27T11:04:22.972586, 2018-12-27T11:04:22.972654
2018-12-27T11:04:21.095381, 2018-12-27T11:04:22.971643, 2018-12-27T11:04:22.974557, 2018-12-27T11:04:22.974582
2018-12-27T11:04:21.106782, 2018-12-27T11:04:22.982013, 2018-12-27T11:04:22.982476, 2018-12-27T11:04:22.982497
2018-12-27T11:04:21.118326, 2018-12-27T11:04:22.983352, 2018-12-27T11:04:22.983867, 2018-12-27T11:04:22.983887
2018-12-27T11:04:21.129062, 2018-12-27T11:04:22.984314, 2018-12-27T11:04:22.984675, 2018-12-27T11:04:22.984692
2018-12-27T11:04:21.139913, 2018-12-27T11:04:22.986273, 2018-12-27T11:04:22.986809, 2018-12-27T11:04:22.986831
2018-12-27T11:04:21.154349, 2018-12-27T11:04:22.988744, 2018-12-27T11:04:22.989630, 2018-12-27T11:04:22.989654
2018-12-27T11:04:21.165783, 2018-12-27T11:04:22.993961, 2018-12-27T11:04:22.994913, 2018-12-27T11:04:22.994938
2018-12-27T11:04:21.180283, 2018-12-27T11:04:23.006648, 2018-12-27T11:04:23.007532, 2018-12-27T11:04:23.007568
2018-12-27T11:04:21.193691, 2018-12-27T11:04:23.009398, 2018-12-27T11:04:23.009803, 2018-12-27T11:04:23.009818
2018-12-27T11:04:21.204156, 2018-12-27T11:04:23.012630, 2018-12-27T11:04:23.013752, 2018-12-27T11:04:23.013777
2018-12-27T11:04:21.218299, 2018-12-27T11:04:23.019236, 2018-12-27T11:04:23.019834, 2018-12-27T11:04:23.019859
2018-12-27T11:04:21.231771, 2018-12-27T11:04:23.025952, 2018-12-27T11:04:23.026320, 2018-12-27T11:04:23.026366
2018-12-27T11:04:21.242844, 2018-12-27T11:04:23.037190, 2018-12-27T11:04:23.037609, 2018-12-27T11:04:23.037627
2018-12-27T11:04:21.256728, 2018-12-27T11:04:23.042431, 2018-12-27T11:04:23.042770, 2018-12-27T11:04:23.042791
2018-12-27T11:04:21.268182, 2018-12-27T11:04:23.043609, 2018-12-27T11:04:23.045194, 2018-12-27T11:04:23.045217
2018-12-27T11:04:21.279592, 2018-12-27T11:04:23.044563, 2018-12-27T11:04:23.045212, 2018-12-27T11:04:23.045286
2018-12-27T11:04:21.290861, 2018-12-27T11:04:23.045486, 2018-12-27T11:04:23.045786, 2018-12-27T11:04:23.045801
2018-12-27T11:04:21.302437, 2018-12-27T11:04:23.046850, 2018-12-27T11:04:23.047787, 2018-12-27T11:04:23.047808
2018-12-27T11:04:21.316277, 2018-12-27T11:04:23.049824, 2018-12-27T11:04:23.051883, 2018-12-27T11:04:23.051905
2018-12-27T11:04:21.331167, 2018-12-27T11:04:23.051961, 2018-12-27T11:04:23.053810, 2018-12-27T11:04:23.053833
2018-12-27T11:04:21.344315, 2018-12-27T11:04:23.053390, 2018-12-27T11:04:23.053827, 2018-12-27T11:04:23.053899
2018-12-27T11:04:21.355835, 2018-12-27T11:04:23.054529, 2018-12-27T11:04:23.054825, 2018-12-27T11:04:23.054841
2018-12-27T11:04:21.366900, 2018-12-27T11:04:23.055636, 2018-12-27T11:04:23.057982, 2018-12-27T11:04:23.058004
2018-12-27T11:04:21.380776, 2018-12-27T11:04:23.056771, 2018-12-27T11:04:23.057998, 2018-12-27T11:04:23.058071
2018-12-27T11:04:21.394398, 2018-12-27T11:04:23.062656, 2018-12-27T11:04:23.065057, 2018-12-27T11:04:23.065091
2018-12-27T11:04:21.405066, 2018-12-27T11:04:23.064490, 2018-12-27T11:04:23.065083, 2018-12-27T11:04:23.065186
2018-12-27T11:04:21.417879, 2018-12-27T11:04:23.067255, 2018-12-27T11:04:23.067684, 2018-12-27T11:04:23.067700
2018-12-27T11:04:21.438981, 2018-12-27T11:04:23.071618, 2018-12-27T11:04:23.072112, 2018-12-27T11:04:23.072138
2018-12-27T11:04:21.451624, 2018-12-27T11:04:23.073713, 2018-12-27T11:04:23.074189, 2018-12-27T11:04:23.074214
2018-12-27T11:04:21.460966, 2018-12-27T11:04:23.075216, 2018-12-27T11:04:23.076187, 2018-12-27T11:04:23.076211
2018-12-27T11:04:21.473446, 2018-12-27T11:04:23.076577, 2018-12-27T11:04:23.076926, 2018-12-27T11:04:23.076947
2018-12-27T11:04:21.485788, 2018-12-27T11:04:23.086572, 2018-12-27T11:04:23.089610, 2018-12-27T11:04:23.089642
2018-12-27T11:04:21.500326, 2018-12-27T11:04:23.101122, 2018-12-27T11:04:23.103140, 2018-12-27T11:04:23.103170
2018-12-27T11:04:21.510901, 2018-12-27T11:04:23.103862, 2018-12-27T11:04:23.104255, 2018-12-27T11:04:23.104281
2018-12-27T11:04:21.528978, 2018-12-27T11:04:23.107477, 2018-12-27T11:04:23.107928, 2018-12-27T11:04:23.107945
2018-12-27T11:04:21.539563, 2018-12-27T11:04:23.115796, 2018-12-27T11:04:23.116180, 2018-12-27T11:04:23.116201
2018-12-27T11:04:21.550089, 2018-12-27T11:04:23.124138, 2018-12-27T11:04:23.124641, 2018-12-27T11:04:23.124665
2018-12-27T11:04:21.562752, 2018-12-27T11:04:23.133715, 2018-12-27T11:04:23.134158, 2018-12-27T11:04:23.134182
2018-12-27T11:04:21.577083, 2018-12-27T11:04:23.140482, 2018-12-27T11:04:23.141027, 2018-12-27T11:04:23.141050
2018-12-27T11:04:21.595397, 2018-12-27T11:04:23.142166, 2018-12-27T11:04:23.142818, 2018-12-27T11:04:23.142841
2018-12-27T11:04:21.598708, 2018-12-27T11:04:23.146077, 2018-12-27T11:04:23.146596, 2018-12-27T11:04:23.146623
2018-12-27T11:04:21.618117, 2018-12-27T11:04:23.147882, 2018-12-27T11:04:23.148663, 2018-12-27T11:04:23.148762
2018-12-27T11:04:21.631140, 2018-12-27T11:04:23.153362, 2018-12-27T11:04:23.153876, 2018-12-27T11:04:23.153898
2018-12-27T11:04:21.641419, 2018-12-27T11:04:23.158777, 2018-12-27T11:04:23.159271, 2018-12-27T11:04:23.159289
2018-12-27T11:04:21.652527, 2018-12-27T11:04:23.164238, 2018-12-27T11:04:23.164615, 2018-12-27T11:04:23.164639
2018-12-27T11:04:21.663212, 2018-12-27T11:04:23.171524, 2018-12-27T11:04:23.171942, 2018-12-27T11:04:23.171969
2018-12-27T11:04:21.673848, 2018-12-27T11:04:23.172962, 2018-12-27T11:04:23.173926, 2018-12-27T11:04:23.173950
2018-12-27T11:04:21.684307, 2018-12-27T11:04:23.177851, 2018-12-27T11:04:23.178645, 2018-12-27T11:04:23.178673
2018-12-27T11:04:21.698052, 2018-12-27T11:04:23.180851, 2018-12-27T11:04:23.181293, 2018-12-27T11:04:23.181315
2018-12-27T11:04:21.708918, 2018-12-27T11:04:23.184353, 2018-12-27T11:04:23.185010, 2018-12-27T11:04:23.185032
2018-12-27T11:04:21.719859, 2018-12-27T11:04:23.189145, 2018-12-27T11:04:23.191077, 2018-12-27T11:04:23.191100
2018-12-27T11:04:21.730287, 2018-12-27T11:04:23.197570, 2018-12-27T11:04:23.198310, 2018-12-27T11:04:23.198335
2018-12-27T11:04:21.745595, 2018-12-27T11:04:23.208748, 2018-12-27T11:04:23.209193, 2018-12-27T11:04:23.209218
2018-12-27T11:04:21.756307, 2018-12-27T11:04:23.212203, 2018-12-27T11:04:23.214834, 2018-12-27T11:04:23.214862
2018-12-27T11:04:21.767415, 2018-12-27T11:04:23.215949, 2018-12-27T11:04:23.216364, 2018-12-27T11:04:23.216387
2018-12-27T11:04:21.778041, 2018-12-27T11:04:23.220415, 2018-12-27T11:04:23.221364, 2018-12-27T11:04:23.221385
2018-12-27T11:04:21.788519, 2018-12-27T11:04:23.225834, 2018-12-27T11:04:23.226269, 2018-12-27T11:04:23.226294
2018-12-27T11:04:21.799476, 2018-12-27T11:04:23.227636, 2018-12-27T11:04:23.228202, 2018-12-27T11:04:23.228227
2018-12-27T11:04:21.810232, 2018-12-27T11:04:23.231980, 2018-12-27T11:04:23.232514, 2018-12-27T11:04:23.232533
2018-12-27T11:04:21.821099, 2018-12-27T11:04:23.235373, 2018-12-27T11:04:23.235784, 2018-12-27T11:04:23.235809
2018-12-27T11:04:21.831684, 2018-12-27T11:04:23.238049, 2018-12-27T11:04:23.238428, 2018-12-27T11:04:23.238454
2018-12-27T11:04:21.845750, 2018-12-27T11:04:23.241024, 2018-12-27T11:04:23.242246, 2018-12-27T11:04:23.242265
2018-12-27T11:04:21.853243, 2018-12-27T11:04:23.242766, 2018-12-27T11:04:23.243777, 2018-12-27T11:04:23.243791
2018-12-27T11:04:21.864623, 2018-12-27T11:04:23.255467, 2018-12-27T11:04:23.256187, 2018-12-27T11:04:23.256208
2018-12-27T11:04:21.878930, 2018-12-27T11:04:23.261941, 2018-12-27T11:04:23.264400, 2018-12-27T11:04:23.264427
2018-12-27T11:04:21.889625, 2018-12-27T11:04:23.263749, 2018-12-27T11:04:23.264421, 2018-12-27T11:04:23.264489
2018-12-27T11:04:21.902800, 2018-12-27T11:04:23.267218, 2018-12-27T11:04:23.267622, 2018-12-27T11:04:23.267645
2018-12-27T11:04:21.915855, 2018-12-27T11:04:23.269270, 2018-12-27T11:04:23.269660, 2018-12-27T11:04:23.269682
2018-12-27T11:04:21.928120, 2018-12-27T11:04:23.274001, 2018-12-27T11:04:23.274679, 2018-12-27T11:04:23.274693
2018-12-27T11:04:21.941593, 2018-12-27T11:04:23.278055, 2018-12-27T11:04:23.278464, 2018-12-27T11:04:23.278486
2018-12-27T11:04:21.956472, 2018-12-27T11:04:23.280054, 2018-12-27T11:04:23.283334, 2018-12-27T11:04:23.283361
2018-12-27T11:04:21.968969, 2018-12-27T11:04:23.288558, 2018-12-27T11:04:23.289256, 2018-12-27T11:04:23.289277
2018-12-27T11:04:21.983150, 2018-12-27T11:04:23.298936, 2018-12-27T11:04:23.299737, 2018-12-27T11:04:23.299755
2018-12-27T11:04:21.989474, 2018-12-27T11:04:23.304694, 2018-12-27T11:04:23.305043, 2018-12-27T11:04:23.305066
2018-12-27T11:04:22.004217, 2018-12-27T11:04:23.310137, 2018-12-27T11:04:23.310525, 2018-12-27T11:04:23.310555
2018-12-27T11:04:22.016901, 2018-12-27T11:04:23.311671, 2018-12-27T11:04:23.311992, 2018-12-27T11:04:23.312010
2018-12-27T11:04:22.032089, 2018-12-27T11:04:23.314308, 2018-12-27T11:04:23.317215, 2018-12-27T11:04:23.317230
2018-12-27T11:04:22.042590, 2018-12-27T11:04:23.316666, 2018-12-27T11:04:23.317763, 2018-12-27T11:04:23.317780
2018-12-27T11:04:22.056205, 2018-12-27T11:04:23.321632, 2018-12-27T11:04:23.321995, 2018-12-27T11:04:23.322018
2018-12-27T11:04:22.067537, 2018-12-27T11:04:23.330202, 2018-12-27T11:04:23.330566, 2018-12-27T11:04:23.330586
2018-12-27T11:04:22.078367, 2018-12-27T11:04:23.332997, 2018-12-27T11:04:23.333413, 2018-12-27T11:04:23.333436
2018-12-27T11:04:22.088916, 2018-12-27T11:04:23.334779, 2018-12-27T11:04:23.335587, 2018-12-27T11:04:23.335612
2018-12-27T11:04:22.105259, 2018-12-27T11:04:23.336834, 2018-12-27T11:04:23.338746, 2018-12-27T11:04:23.338772
2018-12-27T11:04:22.118873, 2018-12-27T11:04:23.345146, 2018-12-27T11:04:23.345693, 2018-12-27T11:04:23.345718
2018-12-27T11:04:22.128987, 2018-12-27T11:04:23.346557, 2018-12-27T11:04:23.347062, 2018-12-27T11:04:23.347084
2018-12-27T11:04:22.143038, 2018-12-27T11:04:23.351226, 2018-12-27T11:04:23.351559, 2018-12-27T11:04:23.351577
2018-12-27T11:04:22.156897, 2018-12-27T11:04:23.354677, 2018-12-27T11:04:23.355247, 2018-12-27T11:04:23.355274
2018-12-27T11:04:22.164925, 2018-12-27T11:04:23.355747, 2018-12-27T11:04:23.356031, 2018-12-27T11:04:23.356049
2018-12-27T11:04:22.175404, 2018-12-27T11:04:23.364298, 2018-12-27T11:04:23.364686, 2018-12-27T11:04:23.364708
2018-12-27T11:04:22.188370, 2018-12-27T11:04:23.366988, 2018-12-27T11:04:23.367442, 2018-12-27T11:04:23.367460
2018-12-27T11:04:22.199670, 2018-12-27T11:04:23.374845, 2018-12-27T11:04:23.375179, 2018-12-27T11:04:23.375198
2018-12-27T11:04:22.209609, 2018-12-27T11:04:23.383316, 2018-12-27T11:04:23.385598, 2018-12-27T11:04:23.385627
2018-12-27T11:04:22.220270, 2018-12-27T11:04:23.385626, 2018-12-27T11:04:23.385980, 2018-12-27T11:04:23.385995
2018-12-27T11:04:22.230880, 2018-12-27T11:04:23.389125, 2018-12-27T11:04:23.393002, 2018-12-27T11:04:23.393087
2018-12-27T11:04:22.252030, 2018-12-27T11:04:23.392467, 2018-12-27T11:04:23.393025, 2018-12-27T11:04:23.393168
2018-12-27T11:04:22.252118, 2018-12-27T11:04:23.399944, 2018-12-27T11:04:23.401131, 2018-12-27T11:04:23.401156
2018-12-27T11:04:22.262707, 2018-12-27T11:04:23.427884, 2018-12-27T11:04:23.428329, 2018-12-27T11:04:23.428345
2018-12-27T11:04:22.274186, 2018-12-27T11:04:23.434352, 2018-12-27T11:04:23.434753, 2018-12-27T11:04:23.434775
2018-12-27T11:04:22.285042, 2018-12-27T11:04:23.437583, 2018-12-27T11:04:23.438558, 2018-12-27T11:04:23.438582
2018-12-27T11:04:22.297934, 2018-12-27T11:04:23.438319, 2018-12-27T11:04:23.438571, 2018-12-27T11:04:23.438675
2018-12-27T11:04:22.308603, 2018-12-27T11:04:23.448243, 2018-12-27T11:04:23.450829, 2018-12-27T11:04:23.450857
2018-12-27T11:04:22.321845, 2018-12-27T11:04:23.452718, 2018-12-27T11:04:23.453592, 2018-12-27T11:04:23.453613
2018-12-27T11:04:22.338150, 2018-12-27T11:04:23.457656, 2018-12-27T11:04:23.461176, 2018-12-27T11:04:23.461193
2018-12-27T11:04:22.349421, 2018-12-27T11:04:23.462730, 2018-12-27T11:04:23.465552, 2018-12-27T11:04:23.465578
2018-12-27T11:04:22.368398, 2018-12-27T11:04:23.469842, 2018-12-27T11:04:23.471165, 2018-12-27T11:04:23.471178
2018-12-27T11:04:22.370757, 2018-12-27T11:04:23.477706, 2018-12-27T11:04:23.478230, 2018-12-27T11:04:23.478252
2018-12-27T11:04:22.381490, 2018-12-27T11:04:23.486949, 2018-12-27T11:04:23.489502, 2018-12-27T11:04:23.489530
2018-12-27T11:04:22.392212, 2018-12-27T11:04:23.493783, 2018-12-27T11:04:23.494099, 2018-12-27T11:04:23.494119
2018-12-27T11:04:22.402796, 2018-12-27T11:04:23.497888, 2018-12-27T11:04:23.500598, 2018-12-27T11:04:23.500623
2018-12-27T11:04:22.413616, 2018-12-27T11:04:23.504036, 2018-12-27T11:04:23.504515, 2018-12-27T11:04:23.504535
2018-12-27T11:04:22.424168, 2018-12-27T11:04:23.509682, 2018-12-27T11:04:23.509990, 2018-12-27T11:04:23.510013
2018-12-27T11:04:22.435070, 2018-12-27T11:04:23.516199, 2018-12-27T11:04:23.516612, 2018-12-27T11:04:23.516633
2018-12-27T11:04:22.445909, 2018-12-27T11:04:23.522551, 2018-12-27T11:04:23.525761, 2018-12-27T11:04:23.525788
2018-12-27T11:04:22.457087, 2018-12-27T11:04:23.528690, 2018-12-27T11:04:23.529083, 2018-12-27T11:04:23.529103
2018-12-27T11:04:22.467935, 2018-12-27T11:04:23.537590, 2018-12-27T11:04:23.537947, 2018-12-27T11:04:23.537967
2018-12-27T11:04:22.480315, 2018-12-27T11:04:23.539500, 2018-12-27T11:04:23.540977, 2018-12-27T11:04:23.541000
2018-12-27T11:04:22.494989, 2018-12-27T11:04:23.541866, 2018-12-27T11:04:23.542201, 2018-12-27T11:04:23.542215
2018-12-27T11:04:22.506166, 2018-12-27T11:04:23.546503, 2018-12-27T11:04:23.546805, 2018-12-27T11:04:23.546826
2018-12-27T11:04:22.516743, 2018-12-27T11:04:23.551340, 2018-12-27T11:04:23.554292, 2018-12-27T11:04:23.554320
2018-12-27T11:04:22.528655, 2018-12-27T11:04:23.557452, 2018-12-27T11:04:23.558450, 2018-12-27T11:04:23.558469
2018-12-27T11:04:22.539136, 2018-12-27T11:04:23.560525, 2018-12-27T11:04:23.560901, 2018-12-27T11:04:23.560923
2018-12-27T11:04:22.549861, 2018-12-27T11:04:23.567415, 2018-12-27T11:04:23.567953, 2018-12-27T11:04:23.567976
2018-12-27T11:04:22.560634, 2018-12-27T11:04:23.570034, 2018-12-27T11:04:23.570392, 2018-12-27T11:04:23.570414
2018-12-27T11:04:22.573311, 2018-12-27T11:04:23.576989, 2018-12-27T11:04:23.577747, 2018-12-27T11:04:23.577772
2018-12-27T11:04:22.584507, 2018-12-27T11:04:23.578669, 2018-12-27T11:04:23.579499, 2018-12-27T11:04:23.579520
2018-12-27T11:04:22.598927, 2018-12-27T11:04:23.590751, 2018-12-27T11:04:23.591241, 2018-12-27T11:04:23.591263
2018-12-27T11:04:22.609622, 2018-12-27T11:04:23.592165, 2018-12-27T11:04:23.592501, 2018-12-27T11:04:23.592521
2018-12-27T11:04:22.620595, 2018-12-27T11:04:23.596773, 2018-12-27T11:04:23.597205, 2018-12-27T11:04:23.597224
2018-12-27T11:04:22.637227, 2018-12-27T11:04:23.599657, 2018-12-27T11:04:23.600619, 2018-12-27T11:04:23.600643
2018-12-27T11:04:22.649807, 2018-12-27T11:04:23.604117, 2018-12-27T11:04:23.605468, 2018-12-27T11:04:23.605488
2018-12-27T11:04:22.662082, 2018-12-27T11:04:23.607033, 2018-12-27T11:04:23.607361, 2018-12-27T11:04:23.607380
2018-12-27T11:04:22.676743, 2018-12-27T11:04:23.613099, 2018-12-27T11:04:23.616324, 2018-12-27T11:04:23.616354
2018-12-27T11:04:22.691509, 2018-12-27T11:04:23.616457, 2018-12-27T11:04:23.616896, 2018-12-27T11:04:23.616909
2018-12-27T11:04:22.703143, 2018-12-27T11:04:23.632531, 2018-12-27T11:04:23.634840, 2018-12-27T11:04:23.634863
2018-12-27T11:04:22.716836, 2018-12-27T11:04:23.638118, 2018-12-27T11:04:23.638834, 2018-12-27T11:04:23.638850
2018-12-27T11:04:22.737351, 2018-12-27T11:04:23.641196, 2018-12-27T11:04:23.643340, 2018-12-27T11:04:23.643365
2018-12-27T11:04:22.737965, 2018-12-27T11:04:23.656202, 2018-12-27T11:04:23.656556, 2018-12-27T11:04:23.656578
2018-12-27T11:04:22.749427, 2018-12-27T11:04:23.658385, 2018-12-27T11:04:23.658803, 2018-12-27T11:04:23.658825
2018-12-27T11:04:22.761512, 2018-12-27T11:04:23.667674, 2018-12-27T11:04:23.668063, 2018-12-27T11:04:23.668087
2018-12-27T11:04:22.772373, 2018-12-27T11:04:23.668853, 2018-12-27T11:04:23.669204, 2018-12-27T11:04:23.669223
2018-12-27T11:04:22.785134, 2018-12-27T11:04:23.672600, 2018-12-27T11:04:23.673058, 2018-12-27T11:04:23.673079
2018-12-27T11:04:22.798237, 2018-12-27T11:04:23.678536, 2018-12-27T11:04:23.678907, 2018-12-27T11:04:23.678927
2018-12-27T11:04:22.809993, 2018-12-27T11:04:23.685538, 2018-12-27T11:04:23.686018, 2018-12-27T11:04:23.686038
2018-12-27T11:04:22.821643, 2018-12-27T11:04:23.695052, 2018-12-27T11:04:23.695378, 2018-12-27T11:04:23.695399
2018-12-27T11:04:22.832384, 2018-12-27T11:04:23.698508, 2018-12-27T11:04:23.698911, 2018-12-27T11:04:23.698934
2018-12-27T11:04:22.845314, 2018-12-27T11:04:23.707503, 2018-12-27T11:04:23.707934, 2018-12-27T11:04:23.707956
2018-12-27T11:04:22.856439, 2018-12-27T11:04:23.730550, 2018-12-27T11:04:23.731298, 2018-12-27T11:04:23.731322
2018-12-27T11:04:22.866834, 2018-12-27T11:04:23.730598, 2018-12-27T11:04:23.731312, 2018-12-27T11:04:23.731391
2018-12-27T11:04:22.879447, 2018-12-27T11:04:23.730743, 2018-12-27T11:04:23.731763, 2018-12-27T11:04:23.731780
2018-12-27T11:04:22.892599, 2018-12-27T11:04:23.730764, 2018-12-27T11:04:23.731776, 2018-12-27T11:04:23.731812
2018-12-27T11:04:22.903341, 2018-12-27T11:04:23.739605, 2018-12-27T11:04:23.739898, 2018-12-27T11:04:23.739921
2018-12-27T11:04:22.917648, 2018-12-27T11:04:23.745947, 2018-12-27T11:04:23.746382, 2018-12-27T11:04:23.746403
2018-12-27T11:04:22.930420, 2018-12-27T11:04:23.749827, 2018-12-27T11:04:23.750408, 2018-12-27T11:04:23.750432
2018-12-27T11:04:22.943967, 2018-12-27T11:04:23.755017, 2018-12-27T11:04:23.755561, 2018-12-27T11:04:23.755584
2018-12-27T11:04:22.954619, 2018-12-27T11:04:23.759689, 2018-12-27T11:04:23.760258, 2018-12-27T11:04:23.760276
2018-12-27T11:04:22.966815, 2018-12-27T11:04:23.768695, 2018-12-27T11:04:23.769077, 2018-12-27T11:04:23.769100
2018-12-27T11:04:22.980177, 2018-12-27T11:04:23.770044, 2018-12-27T11:04:23.772307, 2018-12-27T11:04:23.772330
2018-12-27T11:04:22.991458, 2018-12-27T11:04:23.775929, 2018-12-27T11:04:23.776322, 2018-12-27T11:04:23.776345
2018-12-27T11:04:23.002272, 2018-12-27T11:04:23.777469, 2018-12-27T11:04:23.777844, 2018-12-27T11:04:23.777868
2018-12-27T11:04:23.013408, 2018-12-27T11:04:23.778822, 2018-12-27T11:04:23.781844, 2018-12-27T11:04:23.781863
2018-12-27T11:04:23.024994, 2018-12-27T11:04:23.780134, 2018-12-27T11:04:23.782100, 2018-12-27T11:04:23.782113
2018-12-27T11:04:23.037834, 2018-12-27T11:04:23.783009, 2018-12-27T11:04:23.783301, 2018-12-27T11:04:23.783321
2018-12-27T11:04:23.048344, 2018-12-27T11:04:23.790299, 2018-12-27T11:04:23.790689, 2018-12-27T11:04:23.790711
2018-12-27T11:04:23.059229, 2018-12-27T11:04:23.799528, 2018-12-27T11:04:23.799955, 2018-12-27T11:04:23.799978
2018-12-27T11:04:23.071786, 2018-12-27T11:04:23.804266, 2018-12-27T11:04:23.804620, 2018-12-27T11:04:23.804640
2018-12-27T11:04:23.085428, 2018-12-27T11:04:23.805255, 2018-12-27T11:04:23.805552, 2018-12-27T11:04:23.805568
2018-12-27T11:04:23.097457, 2018-12-27T11:04:23.805992, 2018-12-27T11:04:23.806257, 2018-12-27T11:04:23.806273
2018-12-27T11:04:23.108000, 2018-12-27T11:04:23.806855, 2018-12-27T11:04:23.807117, 2018-12-27T11:04:23.807131
2018-12-27T11:04:23.118980, 2018-12-27T11:04:23.808158, 2018-12-27T11:04:23.808715, 2018-12-27T11:04:23.808736
2018-12-27T11:04:23.133181, 2018-12-27T11:04:23.809483, 2018-12-27T11:04:23.810809, 2018-12-27T11:04:23.810831
2018-12-27T11:04:23.147228, 2018-12-27T11:04:23.811012, 2018-12-27T11:04:23.811525, 2018-12-27T11:04:23.811545
2018-12-27T11:04:23.162982, 2018-12-27T11:04:23.815781, 2018-12-27T11:04:23.816661, 2018-12-27T11:04:23.816691
2018-12-27T11:04:23.173620, 2018-12-27T11:04:23.817446, 2018-12-27T11:04:23.817748, 2018-12-27T11:04:23.817767
2018-12-27T11:04:23.186612, 2018-12-27T11:04:23.820242, 2018-12-27T11:04:23.821876, 2018-12-27T11:04:23.821897
2018-12-27T11:04:23.199678, 2018-12-27T11:04:23.824051, 2018-12-27T11:04:23.824474, 2018-12-27T11:04:23.824493
2018-12-27T11:04:23.213048, 2018-12-27T11:04:23.827123, 2018-12-27T11:04:23.827503, 2018-12-27T11:04:23.827525
2018-12-27T11:04:23.223234, 2018-12-27T11:04:23.830581, 2018-12-27T11:04:23.832924, 2018-12-27T11:04:23.832944
2018-12-27T11:04:23.233651, 2018-12-27T11:04:23.836695, 2018-12-27T11:04:23.837059, 2018-12-27T11:04:23.837083
2018-12-27T11:04:23.247804, 2018-12-27T11:04:23.840536, 2018-12-27T11:04:23.842640, 2018-12-27T11:04:23.842657
2018-12-27T11:04:23.262089, 2018-12-27T11:04:23.843163, 2018-12-27T11:04:23.844557, 2018-12-27T11:04:23.844575
2018-12-27T11:04:23.272719, 2018-12-27T11:04:23.849496, 2018-12-27T11:04:23.849845, 2018-12-27T11:04:23.849867
2018-12-27T11:04:23.283588, 2018-12-27T11:04:23.855034, 2018-12-27T11:04:23.856869, 2018-12-27T11:04:23.856894
2018-12-27T11:04:23.296624, 2018-12-27T11:04:23.857334, 2018-12-27T11:04:23.857605, 2018-12-27T11:04:23.857621
2018-12-27T11:04:23.306654, 2018-12-27T11:04:23.860781, 2018-12-27T11:04:23.861538, 2018-12-27T11:04:23.861571
2018-12-27T11:04:23.318132, 2018-12-27T11:04:23.866665, 2018-12-27T11:04:23.867264, 2018-12-27T11:04:23.867287
2018-12-27T11:04:23.328945, 2018-12-27T11:04:23.869647, 2018-12-27T11:04:23.870018, 2018-12-27T11:04:23.870038
2018-12-27T11:04:23.342744, 2018-12-27T11:04:23.891566, 2018-12-27T11:04:23.893239, 2018-12-27T11:04:23.893257
2018-12-27T11:04:23.353493, 2018-12-27T11:04:23.897756, 2018-12-27T11:04:23.898154, 2018-12-27T11:04:23.898176
2018-12-27T11:04:23.364592, 2018-12-27T11:04:23.908702, 2018-12-27T11:04:23.913292, 2018-12-27T11:04:23.913318
2018-12-27T11:04:23.377612, 2018-12-27T11:04:23.930417, 2018-12-27T11:04:23.930821, 2018-12-27T11:04:23.930842
2018-12-27T11:04:23.387857, 2018-12-27T11:04:23.934619, 2018-12-27T11:04:23.935106, 2018-12-27T11:04:23.935129
2018-12-27T11:04:23.404194, 2018-12-27T11:04:23.940659, 2018-12-27T11:04:23.940967, 2018-12-27T11:04:23.940986
2018-12-27T11:04:23.413650, 2018-12-27T11:04:23.943654, 2018-12-27T11:04:23.943988, 2018-12-27T11:04:23.944007
2018-12-27T11:04:23.422860, 2018-12-27T11:04:23.961405, 2018-12-27T11:04:23.961748, 2018-12-27T11:04:23.961768
2018-12-27T11:04:23.433236, 2018-12-27T11:04:23.967442, 2018-12-27T11:04:23.970397, 2018-12-27T11:04:23.970451
